グリッドi,断面積比A,U1,U2,U3,密度rho,速度V,温度T,マッハ数M,圧力P
1.0,5.95,5.95,0.602198522081334,14.917663889411408,1.0,0.10120983564392166,1.0,0.10120983564392166,1.0
2.0,5.625500000000001,5.644454973769636,0.6229284288566518,14.176450007244798,1.003369473605837,0.110361129949918,1.0012181592873006,0.1102939725822689,1.004591737448704
3.0,5.311999999999999,5.312076489647817,0.6436583356319696,13.319348643724187,1.0000143994065922,0.12116887565273807,0.9988376274168065,0.12123935879394418,0.9988520100859233
4.0,5.009500000000001,5.024016993775752,0.6290515646862234,12.61571082683895,1.0028978927589083,0.1252088847361692,1.0000425437255562,0.12520622139493554,1.0029405597716188
5.0,4.718000000000001,4.722703946072384,0.6394376267904831,11.848795346888139,1.0009970212107637,0.13539650888391355,0.9984272692824813,0.13550310576082591,0.9994227224473609
6.0,4.4375,4.44885376980272,0.6320352704074325,11.172527463774026,1.0025585960118806,0.14206699143439355,0.9988796300422007,0.1421466421639582,1.0014353594799754
7.0,4.168,4.173425867695655,0.6373736230790232,10.47673983005027,1.0013017916736215,0.15272192277634664,0.9976073865787254,0.15290495354439407,0.998906063568117
8.0,3.9095,3.917252483518445,0.6335174379066801,9.840737990578965,1.0019829859364229,0.1617249438406533,0.9975378540172357,0.16192440745812367,0.9995159575528013
9.0,3.662000000000001,3.6652033734317917,0.6363418802883586,9.206853122075767,1.000874760631292,0.17361707262987183,0.9963449578967758,0.17393523392084578,0.9972165212411301
10.0,3.4255000000000004,3.4282863921564255,0.6342708744410575,8.617194120961992,1.00081342640678,0.18501105272074278,0.995838755473407,0.18539719638341626,0.996648797014004
11.0,3.2,3.1983300637579126,0.6358159393346811,8.040550548136894,0.9994781449243476,0.19879622386052995,0.9945280098235351,0.19934237176442188,0.9940090103337302
12.0,2.9855,2.9813559617979952,0.6346633116630032,7.500051214189095,0.9986119450001658,0.2128774020262413,0.9935717137056344,0.2135649370043239,0.9921925815207314
13.0,2.782,2.772756553451003,0.635544009040288,6.978113415087594,0.9966774095797998,0.22921017290511242,0.9919575809839949,0.23013747209197624,0.9886617122281725
14.0,2.5895,2.5759550889925698,0.6348744760170819,6.487952063791639,0.9947692948416952,0.24646177983847342,0.9904553826600979,0.2476464587852501,0.985274602580947
15.0,2.408,2.3882072787539066,0.6354031459613326,6.019148788018342,0.9917804313762071,0.26605862548617076,0.9883247068481191,0.2676255155636501,0.980201104097591
16.0,2.2375,2.211546097924401,0.6349953005047433,5.57960618416067,0.9884004906924697,0.2871273183501373,0.9860936728053374,0.28914482823827353,0.9746554700695352
17.0,2.078,2.044213202064824,0.6353317142500287,5.162745585117417,0.983740713216951,0.3107952309515912,0.9831704311936516,0.31344398615698615,0.9671847811962601
18.0,1.9294999999999998,1.8874792439512813,0.63506870142085,4.773536646448791,0.9782219455565077,0.3364639391166953,0.9799233044695231,0.33989320465679373,0.958582481394339
19.0,1.792,1.740100534594057,0.6352979778052351,4.407467618439876,0.9710382447511479,0.36509268583923626,0.9758304609480738,0.3695863705996556,0.9475686979737211
20.0,1.6654999999999998,1.6029208638671684,0.6351159169075054,4.067848175804733,0.9624262166719716,0.39622412511073063,0.9711507260442841,0.40206622795234415,0.9346609190850387
21.0,1.55,1.4749407458773347,0.6352843473504692,3.7512316366718754,0.9515746747595707,0.4307185553902268,0.9653788512317495,0.43837390230039497,0.9186300663806201
22.0,1.4455,1.3567682801904875,0.6351459502169187,3.459980321108627,0.9386152059429176,0.46813148530252013,0.9587040312324593,0.4781075202536952,0.89985418171356
23.0,1.3519999999999999,1.2474695610356008,0.6352787757598426,3.191080980098924,0.9226845865647936,0.5092539293964486,0.9506021866105678,0.5223179898689158,0.8771059855403606
24.0,1.2694999999999999,1.1475487424148885,0.6351594665961307,2.9464006956544173,0.9039375678730907,0.553492364306468,0.9412450924070948,0.5705060726376155,0.8508267996029517
25.0,1.1979999999999997,1.0559792787237268,0.6352701229473023,2.7228577225824786,0.8814518186341628,0.6015933605393279,0.9300696596509604,0.6237998929922234,0.8198115929557959
26.0,1.1375,0.9733130794506483,0.6351508880692183,2.5222553091522504,0.855659850066504,0.6525658613646766,0.9173290304301636,0.6813366977938019,0.7849216206395253
27.0,1.088,0.8982018962204404,0.6352467990037607,2.340822858289272,0.8255532134379048,0.7072427721170784,0.902394560439813,0.7445095679095843,0.7449747291599732
28.0,1.0494999999999999,0.8316315784822657,0.6351113653360358,2.181245225752477,0.7924074116076854,0.7636931806932094,0.8858365268101621,0.8114132973119095,0.7019434293171826
29.0,1.022,0.7713003815092093,0.6351992049644356,2.0375363818573518,0.7546970464865062,0.8235432267277458,0.8667733712653316,0.8845728781753734,0.6541513032670976
30.0,1.0055,0.7220774435301462,0.6350496464635316,1.9213525795719821,0.7181277409548943,0.8794758126757891,0.8477733409596517,0.9551773646078571,0.608809554185138
31.0,1.0,0.6681281213209159,0.6350572885351573,1.795149400992042,0.6681281213209159,0.9505022588775693,0.8217663565423943,1.0485254465176146,0.5490452119614039
32.0,1.0055,0.6289624334152161,0.6350993740378279,1.7044330424937248,0.6255220620738101,1.0097572451017285,0.7984742107221452,1.1300210434593796,0.4994632348036742
33.0,1.022,0.5926973165975964,0.6349479113611075,1.6214677035133205,0.5799386659467675,1.071285281003215,0.7729547108035908,1.2185072393984373,0.4482663238207039
34.0,1.0495,0.5618139776680054,0.6350626771261676,1.5514442010550558,0.535315843418776,1.130378919659858,0.7468245495697422,1.3080211217948068,0.39978701363877406
35.0,1.088,0.5340189722887615,0.6348271243180916,1.4893679480478101,0.4908262612948175,1.1887726040842232,0.7199013011282069,1.4010779838082577,0.35334646413403237
36.0,1.1375,0.5108374359338858,0.6351024083502256,1.4379750326120255,0.4490878557660534,1.2432573724538516,0.6931817790388942,1.4932670221563076,0.31129951880467527
37.0,1.198,0.48941404873008126,0.6346607614863218,1.3913673126572081,0.4085259171369627,1.296776754024783,0.6663135144907487,1.5886415087246095,0.272206339608086
38.0,1.2695000000000003,0.47239897520612034,0.6352852361064084,1.3544359298218116,0.3721141986657111,1.3448065500760589,0.6404763319514094,1.68038297570021,0.2383303370284527
39.0,1.3520000000000003,0.4553312038007509,0.6343496766133441,1.318327001604325,0.33678343476386896,1.393161003063893,0.6146744466700563,1.776964410966399,0.20701217141112216
40.0,1.4455000000000005,0.4435432570959665,0.635773232775203,1.293153316616858,0.3068441764759366,1.4333962304777976,0.5909077299002005,1.864689058200072,0.1813165957544922
41.0,1.55,0.4287622614431031,0.6336960797054105,1.2627672702115873,0.27662081383426007,1.4779660821186853,0.5664307764817912,1.9637719228601291,0.15668654237116494
42.0,1.6655000000000006,0.42233976935170847,0.6369720258599074,1.2490517409729152,0.2535813685690233,1.508198071987536,0.5460776331242722,2.0409444624356383,0.13847511355258593
43.0,1.7920000000000003,0.40680852312675103,0.6320967760058045,1.2179368721897583,0.227013684780553,1.55379432846558,0.5215554464723454,2.1515096057240126,0.1184002237210536
44.0,1.9294999999999998,0.40902140798672676,0.6402738093333463,1.2217503118005975,0.21198310857047256,1.5653797009914063,0.5086874815830407,2.1947960644056237,0.10783315363685797
45.0,2.0780000000000007,0.3832285170990557,0.6265148939159836,1.170918477850511,0.18442180803611913,1.6348336983336864,0.47381141521460773,2.3750394145383518,0.08738115786203032
46.0,2.2375,0.40629399711678416,0.646696494634491,1.2155314279759906,0.18158390932593707,1.5916959128702217,0.4873224948678319,2.280089379298009,0.08848992372056982
47.0,2.4080000000000013,0.6427651795337169,0.7598462957830567,1.6870533554011482,0.26692906126815474,1.182152238449311,0.6585767801315593,1.4567002732553844,0.17579328169352107
48.0,2.5895,1.2351071808070815,0.7331176274756338,3.0469560078961737,0.476967438040966,0.5935659988605828,0.8881329370362081,0.6298396935522551,0.4236104916179587
49.0,2.782000000000002,1.4864393677582552,0.6921360613524745,3.663200885593749,0.5343060272315795,0.4656335645875056,0.9250572107166745,0.4841277555767382,0.4942636432199524
50.0,2.985500000000001,1.5736754871581935,0.7131075203529599,3.862459541523715,0.5271061755679762,0.4531477589707635,0.9242717240930067,0.47134619227969576,0.4871893336722845
51.0,3.2,1.7587173358430341,0.7010436675552617,4.302386828876262,0.5495991674509482,0.3986107677839084,0.9340389741949566,0.4124454596919799,0.5133470425842859
